id,time,y,x
1,1,-3.016916569165542,0.7462126403130445
1,2,-0.2241872349600813,2.168928026057339
1,3,1.223211118347829,0.5262329045415056
1,4,1.33429979248663,0.5781010589521638
1,5,2.266546797283867,1.405246293659718
1,6,0.5125643546176002,0.6703462272275724
1,7,-3.135050610889934,-2.225740882910909
1,8,-4.917279701171185,-1.73013609569184
1,9,-0.514939810812326,-0.3814784075551496
1,10,2.500537230005666,2.406408648145737
1,11,-1.795534833742115,-0.8234646020094604
1,12,-0.1531857856458941,1.191936097738276
1,13,1.175780856688506,0.8095069423423547
1,14,5.222131623258157,1.460774293422936
1,15,5.06277435419521,1.702078867948365
1,16,-1.04290711179076,-2.052403508400218
1,17,-2.231156388895889,0.07256353467021018
1,18,2.533082511231617,1.810843540528117
1,19,-2.143624522124154,-1.840597989372167
1,20,-2.486442655132039,0.8236136091042859
2,1,-1.469702154952295,-1.211726278900804
2,2,1.466083520768975,1.647378114269898
2,3,1.333074284728512,-0.478599130071792
2,4,-0.3199810572676514,0.5015440885699691
2,5,-0.3379830179103169,-0.7837714363670097
2,6,-1.907048979533395,-0.5521345042192611
2,7,-1.868049242711487,0.6598548036262433
2,8,-5.516113572891673,-0.624431250188648
2,9,1.37455230081205,0.2236531811270364
2,10,0.134422066259809,1.487143927520814
2,11,-2.980156057217718,-1.153367113091756
2,12,0.8698877312793031,1.20882087814977
2,13,-0.837422786051915,0.2472887846119713
2,14,0.8283763001286073,0.2010324365110778
2,15,2.103864077707792,0.6512307900763161
2,16,1.499949343424357,-0.08969120174261896
2,17,-5.752453589720219,-2.835637098982543
2,18,3.484001584376665,1.009984047520722
2,19,-0.6757870382989757,-0.5686457064036196
2,20,-2.049179952612407,0.4003664981081594
3,1,1.579043619273396,0.369232147289896
3,2,2.331183671922953,1.578053837641093
3,3,-0.9314855868555844,-0.6137181050406422
3,4,0.04577110373482174,-0.06881932085125086
3,5,-2.727434852547183,-0.9170794176358263
3,6,0.6472696049132844,2.119948935987067
3,7,-0.4900707669235733,-1.032528315837035
3,8,-3.970666599354094,1.468261781602232
3,9,-0.7646691870320155,-0.1570985100207123
3,10,6.936681659625168,4.889895884869388
3,11,3.385503784591147,-0.1953481296040898
3,12,0.5933417922567139,-0.1456969420150955
3,13,-2.146015095660247,0.373177866161546
3,14,2.969039427513824,2.514528320976174
3,15,3.054470571085666,1.270555968732332
3,16,4.376238706227634,1.697551067016493
3,17,-0.9407256929660716,0.3866940096159877
3,18,4.336779726937074,1.625797492495332
3,19,0.3975206936132367,-0.2901065714138779
3,20,-1.903903401274394,0.05843132656859321
4,1,1.945700339135566,0.4678268225033595
4,2,0.2586022394139927,-1.165302444851115
4,3,0.02777345659087305,-0.4088469562034134
4,4,0.2975789175460329,1.180316144377987
4,5,0.6934286064843523,0.1294794373442225
4,6,-1.233910349505744,-1.18816601601008
4,7,-1.403121593949056,-1.611116419926672
4,8,-4.902906451069629,-1.665931316694688
4,9,-1.077621850166202,0.7185171880019123
4,10,-0.0395045480535664,2.682231333368976
4,11,-0.9169376808540899,-1.360544876634506
4,12,-1.33941468598554,-2.516208469615856
4,13,-0.9973741841047385,0.1664145232154076
4,14,3.813872425372835,1.594097671146876
4,15,2.715410674509846,0.7361008383271685
4,16,2.930892435732705,0.5431496297935416
4,17,1.275428961246599,-0.02549176525819918
4,18,2.385163033271666,0.8027955295008395
4,19,-0.0708781803001412,-1.128540351419721
4,20,-2.224862637407043,-2.677464263987382
5,1,-4.388854242124308,-1.79421302400857
5,2,-1.857581066861872,-1.432840378194265
5,3,-1.763397664649358,-3.668800918225254
5,4,-6.484303461478226,-0.9146527604687131
5,5,-4.230984709733344,-1.830702518063939
5,6,-3.941836809300447,-0.6303142335154956
5,7,-3.934241677547645,-2.099634801598006
5,8,-2.474679407025161,-0.4679367426363101
5,9,-3.627550134844687,-1.349613568553378
5,10,-9.856162696938508,0.02573807941245954
5,11,-2.756853285548621,-3.666210605396545
5,12,-1.625784329111128,-3.24116543147003
5,13,-4.277182222431132,-2.355994656501094
5,14,-3.120229291398696,0.6677042555665831
5,15,-3.411021116913751,0.09199043698196241
5,16,-3.253190887660427,-2.613201590914578
5,17,-5.832293590268748,-3.196593694315353
5,18,-2.463086540748936,-0.6897931947452142
5,19,-6.023672379248865,-3.115421885646065
5,20,-3.601896613477793,-1.888395714119901
6,1,-1.096663678060943,-0.9848453049968008
6,2,-0.9640513159610643,-0.8208272983845927
6,3,-1.234206229781126,-1.229012968639863
6,4,0.2374860331063541,1.348073017423048
6,5,-1.307433751815501,-1.02476801435161
6,6,-0.642513246089966,0.2239382725590316
6,7,-0.6567034510087528,-0.7132246914769478
6,8,0.4702059348937164,-1.66894551507851
6,9,-1.054290668352005,-0.09062495454025371
6,10,-0.8188214537863356,1.818507271624922
6,11,0.353993974500609,-0.9017560847996715
6,12,-1.620615608875225,-2.644521367408498
6,13,-0.699254768982335,-0.5179556107353636
6,14,0.732483048171556,-0.1537508461678049
6,15,2.476610983645531,0.9342150622292872
6,16,-0.4707940764705272,-2.497959957636539
6,17,-1.184244990500715,-1.855477724170376
6,18,0.410063039074234,0.2836853682452397
6,19,1.275829361306457,0.07000743218158312
6,20,-2.494421606853139,-1.519395548636062
7,1,-5.519022298874643,0.3118292431296193
7,2,-4.628223179478955,-0.4114239097409798
7,3,-4.329893963143332,-2.242276640957244
7,4,-1.999865372603291,-0.07399546395981937
7,5,-1.469206500173668,-0.7299788665326393
7,6,-2.344301230137321,-1.010351787881263
7,7,0.4027369607147601,0.3853732550962508
7,8,5.152632671395092,-0.7750961931366093
7,9,3.009677580307871,0.3379406407031976
7,10,1.320651798954819,1.854399272243732
